pV	pVAF	mean_iVAF	sd_iVAF	mean_noZero_iVAF	sd_noZero_iVAF	intraVAR	colr
chr13_1001087	91	0.900990099009901	0.126959989918758	0.2810374637014	0.140911637162577	0.29286523635806	0	black
chr13_1001096	95	0.969387755102041	0.185921907993948	0.339813215976998	0.191793126141125	0.343540816091373	0	black
chr13_1001097	56	0.583333333333333	0.02363988310629	0.0824622414253794	0.0405255138964971	0.105113037279082	0	black
chr13_1001098	93	0.978947368421053	0.13410517702434	0.281079500783864	0.136989159325939	0.283414593963959	0	black
chr13_1001102	56	0.583333333333333	0.0236966150502741	0.0827988489632199	0.0406227686576128	0.105553244433061	0	black
chr13_1001103	87	0.935483870967742	0.125940039051094	0.275495140972312	0.134625558985653	0.28286014704051	0	black
chr13_1001104	92	0.958333333333333	0.169937110736	0.321064789763527	0.177325680768	0.326020124624305	0	black
chr13_1001105	56	0.583333333333333	0.0218994566314147	0.0735399158476966	0.0375419256538538	0.0935059954582927	0	black
chr13_1001107	84	0.875	0.106815343567229	0.255745078228382	0.122074678362548	0.270141716357863	0	black
chr13_1001114	64	0.695652173913043	0.0269368577020168	0.0702099889519126	0.0387217329466492	0.0815887968144881	0	black
chr13_1001117	9	0.0967741935483871	0.00163310844066073	0.0131470824981327	0.0168754538868275	0.0412110696843609	0	black
chr13_1001120	50	0.543478260869565	0.0228864215341188	0.0778516249765361	0.0421110156227786	0.102126503430582	0	black
chr13_1001122	49	0.532608695652174	0.0176124764302084	0.0572440364318792	0.0330683230934524	0.0754365359248387	0	black
chr13_1001126	49	0.538461538461538	0.0190193329974307	0.0663222504769848	0.0353216184237998	0.0875193251982853	0	black
chr13_1001128	45	0.494505494505495	0.0119876489350525	0.0494168680529933	0.0242416900686616	0.0684926632283266	0	black
chr13_1001129	32	0.351648351648352	0.00973443739521423	0.0379309810251655	0.0276823063426405	0.0605324519557485	0	black
chr13_1001140	71	0.75531914893617	0.0272197934150814	0.0826167435341808	0.0360374729720797	0.0935194783328491	0	black
chr13_1001160	42	0.4375	0.00648729428544417	0.0204635057307596	0.0148281012238724	0.0290446424694494	0	black
chr13_1001178	13	0.138297872340426	0.00204192490678747	0.0161592099548206	0.0147646877875402	0.0426635549868284	0	black
chr13_1001179	12	0.127659574468085	0.00165572913660591	0.0132579668102265	0.0129698782367463	0.0364143265666696	0	black
chr13_1001189	29	0.308510638297872	0.00595993838183079	0.0216512670294709	0.0193184209617963	0.0359127991228396	0	black
chr13_1001233	11	0.126436781609195	0.00325943455991897	0.0274442129679092	0.0257791642466318	0.0764120128465319	0	black
chr13_1001235	15	0.170454545454545	0.00342799191223398	0.0134724231421136	0.020110885885106	0.0277210872145937	0	black
chr13_1001245	12	0.136363636363636	0.00485898383039053	0.0259489056538737	0.0356325480895306	0.0642598349055157	0	black
chr13_1001250	74	0.831460674157303	0.0439757862995722	0.0535794073729027	0.052889797035972	0.0546142385132307	0	black
chr13_1001251	25	0.280898876404494	0.0141431368854501	0.0445122234406759	0.0503495673122023	0.0732527856375941	0	black
chr13_1001252	16	0.177777777777778	0.00219141610081741	0.0170971493352869	0.0123267155670979	0.0400140430437905	0	black
chr13_1001291	34	0.330097087378641	0.0135125306951373	0.0579939058904243	0.0409350194587983	0.0961201165374209	0	black
chr13_1001306	32	0.30188679245283	0.00232360107017781	0.0109137703232243	0.00769692854496401	0.0189933183635565	0	black
chr13_1001328	12	0.11214953271028	0.00219061487011258	0.0176006504566721	0.0195329825918372	0.0511433004828471	0	black
chr13_1001354	47	0.439252336448598	0.00636986589211117	0.021859400508431	0.014501609584168	0.0313146516985515	0	black
chr13_1001363	67	0.626168224299065	0.0188796177445409	0.0341344180586112	0.0301510313233713	0.0390681616396747	0	black
chr13_1001385	106	0.990654205607477	0.196426466566691	0.0978047563022831	0.198279546439961	0.0963636123266525	0	black
chr13_1001392	102	0.953271028037383	0.116126942698768	0.0749695974040001	0.121819439889884	0.0720996354835439	0	black
chr13_1001394	101	0.94392523364486	0.11752408390089	0.0787309087464367	0.124505712647478	0.0754488181643874	0	black
chr13_1001431	3	0.0280373831775701	0.000789273802842152	0.00795610704294697	0.0281507656347034	0.0468989388559713	0	black
chr13_1001441	17	0.158878504672897	0.00457650860298362	0.0215285697708896	0.0288050835599557	0.04825997525857	0	black
chr13_1001457	32	0.299065420560748	0.00397605750415797	0.0166849549162645	0.0132949422795282	0.0287056750895689	0	black
chr13_1001497	21	0.196261682242991	0.00399879626397349	0.0175458826203841	0.0203748190592935	0.0357953342949354	0	black
chr13_1001510	102	0.953271028037383	0.194711778389181	0.130409911659792	0.204256473408258	0.126015057655273	0	black
chr13_1001513	6	0.0560747663551402	0.00101120530051091	0.00908593880065344	0.0180331611924446	0.0371725598951639	0	black
chr13_1001514	6	0.0560747663551402	0.00102488189077281	0.00921931276942536	0.0182770603854485	0.0377296501784089	0	black
chr13_1001519	6	0.0560747663551402	0.00161714384684253	0.0141539719435864	0.0288390652686917	0.0574894305014732	0	black
chr13_1001524	19	0.177570093457944	0.00186400712203942	0.0110725695596488	0.010497303266222	0.0250265306078773	0	black
chr13_1001552	16	0.149532710280374	0.00212819208203801	0.0150504851755301	0.0142322845486292	0.0376426272683856	0	black
chr13_1001559	102	0.962264150943396	0.0336256902055501	0.0682436025856953	0.0349443447234148	0.0692466366210699	0	black
chr13_1001560	102	0.962264150943396	0.0339465822454849	0.0682773404270687	0.0352778207649157	0.0692747615866924	0	black
chr13_1001562	16	0.149532710280374	0.00302721738873735	0.0176561271828001	0.020244516287181	0.0427920720574576	0	black
chr13_1001563	102	0.962264150943396	0.0364121433391806	0.0664699215718134	0.0378400705289523	0.0673695988269747	0	black
chr13_1001569	104	0.97196261682243	0.0558488297994088	0.0963045736593427	0.0574598537359302	0.0972174681376224	0	black
chr13_1001574	70	0.660377358490566	0.00928252114431451	0.0230414215723021	0.0140563891613905	0.0271997474631015	0	black
chr13_1001583	102	0.953271028037383	0.0668855765746112	0.114935677173656	0.0701642813086608	0.116755535243496	0	black
chr13_1001585	102	0.953271028037383	0.0692717752038354	0.114460190604768	0.0726674504589254	0.116191686886882	0	black
chr13_1001586	82	0.780952380952381	0.0219313325436853	0.0451358031910868	0.0280828038669141	0.0494047893103604	0	black
chr13_1001588	69	0.644859813084112	0.0110971947905313	0.0305615695395363	0.0172086933708239	0.0367319819807861	0	black
chr13_1001590	106	0.990654205607477	0.111438756636882	0.173178235105509	0.112490065661759	0.173657532848011	0	black
chr13_1001592	103	0.962616822429907	0.0836224301600573	0.134171895396426	0.0868699031759818	0.135732047412453	0	black
chr13_1001593	52	0.490566037735849	0.00982544055895888	0.028584439245205	0.0200287826778777	0.0383905677735945	0	black
chr13_1001599	104	0.97196261682243	0.0756987506423337	0.128353537842388	0.0778823684493241	0.12954828382625	0	black
chr13_1001600	106	0.990654205607477	0.0718180082239981	0.1051500830979	0.0724955366034698	0.105414680117936	0	black
chr13_1001601	104	0.97196261682243	0.0777261912256041	0.129418260328126	0.0799682928955734	0.130598184423562	0	black
chr13_1001602	104	0.97196261682243	0.0713156105201189	0.119295541644344	0.0733727915928147	0.120389066161399	0	black
chr13_1001604	96	0.897196261682243	0.0482471307685652	0.093765662079036	0.0537754478357966	0.0975171948735264	0	black
chr13_1001605	89	0.831775700934579	0.0272084875553598	0.0534704698216766	0.0327113277350955	0.0571126476189415	0	black
chr13_1001608	106	1	0.186881299411216	0.26519290048065	0.186881299411216	0.26519290048065	0	black
chr13_1001610	58	0.557692307692308	0.014473483648199	0.0398631247564942	0.0259524534381499	0.0506788039709399	0	black
chr13_1001611	101	0.971153846153846	0.0620191078537217	0.0991105117493007	0.0638612595721491	0.0999938087835048	0	black
chr13_1001613	85	0.80188679245283	0.0321433075494514	0.0584406674594491	0.040084595296963	0.062825366276099	0	black
chr13_1001619	106	1	0.140450669897236	0.207448637542972	0.140450669897236	0.207448637542972	0	black
chr13_1001620	68	0.641509433962264	0.0495685607015815	0.0684507917093002	0.0772686387407006	0.0719073849839868	0	black
chr13_1001624	103	1	0.261862789970062	0.299588597090911	0.261862789970062	0.299588597090911	0	black
chr13_1001633	93	0.877358490566038	0.0409279097380628	0.0684771929578671	0.0466490154003726	0.0712876916569978	0	black
chr13_1001635	51	0.481132075471698	0.0222457201444326	0.0698193231477907	0.0462362026531345	0.0954229331496031	0	black
chr13_1001638	86	0.811320754716981	0.15386704856589	0.129464966224813	0.189650083116097	0.117638812341255	0	black
chr13_1001660	24	0.237623762376238	0.00949049393130107	0.0536802241890776	0.039939161960892	0.106111177152675	0	black
chr13_1001669	86	0.86	0.0780494225326572	0.200786597347575	0.0907551424798339	0.213983042189396	0	black
chr13_1001672	24	0.25	0.0073659224997641	0.0392365756869166	0.0294636899990564	0.0753621345051169	0	black
chr13_1001675	34	0.354166666666667	0.0508368320540762	0.194181529414463	0.143539290505627	0.307959814913942	0	black
chr13_1001676	90	0.957446808510638	0.13343100353593	0.255889357139931	0.139361270359749	0.259974076309904	0	black
chr13_1001677	51	0.542553191489362	0.0214521231733194	0.0719151054381725	0.0395392074174907	0.0942871321587584	0	black
chr13_1001680	85	0.904255319148936	0.101445099510378	0.232754520296169	0.112186345340889	0.242404060798645	0	black
chr13_1001683	83	0.882978723404255	0.328601140557205	0.213268617004486	0.37215068930575	0.187564142794143	0	red
chr13_1001687	90	0.957446808510638	0.170574340454547	0.294200439546675	0.178155422252527	0.298459671074312	0	black
chr13_1001690	90	0.957446808510638	0.168609704813336	0.293565785913465	0.176103469471707	0.297858460378004	0	black
chr13_1001693	61	0.655913978494624	0.0612577609299097	0.17614690898878	0.0933929797783869	0.211008611663531	0	black
chr13_1001698	19	0.204301075268817	0.0148116987821938	0.0744704504444888	0.0724993677233695	0.15469574871619	0	black
chr13_1001699	89	0.978021978021978	0.179363856427463	0.297593575509514	0.183394504886507	0.29971170930883	0	black
chr13_1001704	19	0.206521739130435	0.0167944181976036	0.0769058504341903	0.0813203407462912	0.156084425954107	0	black
chr13_1001706	81	0.89010989010989	0.167381481798593	0.269639059407823	0.188045862267555	0.279032167982605	0	black
chr13_1001708	88	0.977777777777778	0.243045293267954	0.351058355298064	0.248569049933135	0.353109473925566	0	black
chr13_1001709	53	0.582417582417582	0.0851683679549056	0.248211217220949	0.146232480828234	0.312296895412727	0	black
chr13_1001710	47	0.534090909090909	0.0105460060438692	0.0250744073511903	0.0197457134438402	0.0316781980654776	0	black
chr13_1001711	68	0.755555555555556	0.0523444678057771	0.0966692559922393	0.0692794426841168	0.105937140440551	0	black
chr13_1001712	49	0.550561797752809	0.0254417061194303	0.0629964975155501	0.0462104458087611	0.0793471095692023	0	black
chr13_1001714	88	0.98876404494382	0.263512358452246	0.358352251892309	0.266506817071022	0.359284246425716	0	black
chr13_1001717	51	0.573033707865168	0.0820048962131578	0.250560398238604	0.143106583587668	0.318707967212962	0	black
chr13_1001718	47	0.516483516483517	0.0128708722822231	0.0322495267741026	0.0249201995251553	0.0415697713408082	0	black
chr13_1001719	55	0.604395604395604	0.0607734043968419	0.0742292550211311	0.100552360002047	0.0714798177344208	0	black
chr13_1001721	47	0.510869565217391	0.0125730604609749	0.0318340588173664	0.0246110970725467	0.0412562005495206	0	black
chr13_1001722	90	0.978260869565217	0.261170894134557	0.361382109485976	0.266974691781991	0.363269757788592	0	black
chr13_1001723	58	0.630434782608696	0.0586594331051864	0.0685251232790575	0.0930459973392612	0.0651227119451209	0	black
chr13_1001724	46	0.5	0.0129461109199927	0.0318747302383495	0.0258922218399855	0.0413753798062981	0	black
chr13_1001725	90	0.978260869565217	0.254128183294188	0.357537305197188	0.259775476256281	0.359474704140544	0	black
chr13_1001730	49	0.532608695652174	0.0124000173537205	0.0291412034999939	0.0232816652355568	0.0367605668463003	0	black
chr13_1001733	71	0.763440860215054	0.0655385993618652	0.152665473108066	0.0858463343754009	0.169892538605167	0	black
chr13_1001734	79	0.858695652173913	0.116942622868818	0.262322617442203	0.136186345619382	0.278617450068623	0	black
chr13_1001737	53	0.56989247311828	0.026229205573415	0.0637858953323432	0.0460248324212754	0.0791817686312384	0	black
chr13_1001738	92	0.989247311827957	0.254853188243632	0.34876769490891	0.257623331594107	0.349648538349868	0	black
chr13_1001741	90	0.947368421052632	0.200125036266416	0.301727451760746	0.211243093836773	0.306233619138178	0	black
chr13_1001742	54	0.574468085106383	0.0209339368755145	0.0493191791419862	0.0364405567833031	0.0607651992771009	0	black
chr13_1001745	20	0.210526315789474	0.0055548109145621	0.0253783569049847	0.02638535184417	0.0510671956161457	0	black
chr13_1001746	45	0.483870967741935	0.0304571626429137	0.113812134751135	0.0629448027953551	0.158090366915677	0	black
chr13_1001749	90	0.967741935483871	0.229608778710018	0.348811202815666	0.237262404667018	0.352042816701103	0	black
chr13_1001750	76	0.826086956521739	0.0798752476524444	0.191919041908009	0.0966910892634854	0.207468037752181	0	black
chr13_1001754	84	0.903225806451613	0.111117301300413	0.225727476978343	0.123022726439743	0.234511454626892	0	black
chr13_1001756	77	0.83695652173913	0.3765869648303	0.225514201950589	0.449948061875163	0.165683870126044	0	red
chr13_1001758	77	0.855555555555556	0.0793356775269306	0.185015341776192	0.092730012693815	0.197047010375565	0	black
chr13_1001759	67	0.728260869565217	0.05816945875593	0.152444985131657	0.0798744806797845	0.17401827250861	0	black
chr13_1001765	85	0.923913043478261	0.0976880778273449	0.204223902595696	0.105732978354303	0.21052857677562	0	black
chr13_1001767	81	0.880434782608696	0.0737960091788219	0.162578419570683	0.0838176894376742	0.170925753166734	0	black
chr13_1001771	85	0.913978494623656	0.0998335943831431	0.205612551109408	0.10922969738391	0.212754094626715	0	black
chr13_1001772	17	0.182795698924731	0.00712585919123592	0.0253208992885952	0.0389826414579377	0.0486530861644739	0	black
chr13_1001773	53	0.56989247311828	0.0121553004222904	0.0254627770358739	0.0213291120617548	0.0307839889480469	0	black
chr13_1001780	81	0.870967741935484	0.0811887059686532	0.168999363423194	0.0932166624084537	0.178072124527431	0	black
chr13_1001781	63	0.67741935483871	0.0245616253725329	0.0701271865147522	0.0362576374546914	0.0828643718235415	0	black
chr13_1001828	80	0.842105263157895	0.166989702541269	0.339358791227107	0.198300271767756	0.361584785867001	0	black
chr13_1001833	81	0.852631578947368	0.166477219154834	0.33940697156253	0.195251059502583	0.360094757191266	0	black
chr13_1001838	82	0.863157894736842	0.167986884995216	0.334840759292303	0.194618952128604	0.353363185216343	0	black
chr13_1001840	84	0.865979381443299	0.166154855449571	0.331554825356633	0.191869297364386	0.349504048153183	0	black
chr13_1001843	85	0.876288659793814	0.161080282384936	0.321972401368493	0.183821028133398	0.338002509463198	0	black
chr13_1001847	85	0.876288659793814	0.154543824320653	0.312585312261353	0.176361775989451	0.328290158289198	0	black
chr13_1001855	88	0.897959183673469	0.158792617799354	0.320310791995079	0.176837233458371	0.333413189242483	0	black
chr13_1001856	23	0.23469387755102	0.00572849884830637	0.0189261563573026	0.0244083863971315	0.0332063693646192	0	black
chr13_1001859	88	0.897959183673469	0.154225557271103	0.310433176640942	0.171751188779183	0.323111404161753	0	black
chr13_1001864	86	0.88659793814433	0.144724393759954	0.298254919710228	0.163235653426925	0.312106877128099	0	black
chr13_1001871	86	0.88659793814433	0.145775903944689	0.294089467430632	0.164421659100406	0.307537681098848	0	black
chr13_1001873	85	0.876288659793814	0.13630442023452	0.282290415144659	0.155547397208805	0.296720462500317	0	black
chr13_1001874	86	0.88659793814433	0.136674822996482	0.282208013337112	0.154156486403009	0.295332482876691	0	black
chr13_1001885	86	0.851485148514851	0.124588104792324	0.260312880765655	0.146318588186334	0.276593485000068	0	black
chr13_1001894	87	0.861386138613861	0.144346141406383	0.279584416419369	0.167574256115456	0.294880796347411	0	black
chr13_1001898	20	0.196078431372549	0.00731044159244389	0.0228975104990519	0.0372832521214638	0.0401341288403004	0	black
chr13_1001899	87	0.852941176470588	0.137037242181737	0.273295540329978	0.160664352902727	0.289616440237636	0	black
chr13_1001900	87	0.852941176470588	0.137380344645231	0.273206556453567	0.161066610963374	0.289484571495856	0	black
chr13_1001906	83	0.821782178217822	0.127219246566855	0.266558710240011	0.154808962689787	0.286927592798899	0	black
chr13_1001926	77	0.740384615384615	0.125855377409148	0.269136060873403	0.169986483773394	0.300943567256414	0	black
chr13_1001929	78	0.75	0.130542067727696	0.271466686437436	0.174056090303595	0.301505658449164	0	black
chr13_1001931	23	0.221153846153846	0.0022448798178799	0.0138161243047323	0.0101507609156308	0.028456840245942	0	black
chr13_1001934	82	0.788461538461538	0.144506392973202	0.284238491358461	0.183276400844061	0.309097952863455	0	black
chr13_1001935	70	0.673076923076923	0.0237281137074616	0.0633083543720199	0.0352531975082287	0.074637082581416	0	black
chr13_1001936	83	0.798076923076923	0.146450154327066	0.285329952473698	0.183503807831505	0.308837322848231	0	black
chr13_1001939	70	0.673076923076923	0.0249147455825221	0.0648090472510712	0.03701619343689	0.0762590389939023	0	black
chr13_1001941	29	0.281553398058252	0.0127780395086991	0.060191187667119	0.045384071358483	0.108006254054031	0	black
chr13_1001943	31	0.300970873786408	0.0128257645177278	0.0601904479763353	0.0426146369459987	0.104909815448631	0	black
chr13_1001944	97	0.950980392156863	0.395292726195248	0.272183305622085	0.415668639916653	0.263409238568353	0	red
chr13_1001945	79	0.766990291262136	0.216992972071667	0.173285493483991	0.282914887637743	0.142750855860696	0	black
chr13_1001948	78	0.757281553398058	0.153537445068814	0.30844216671322	0.202748164642152	0.340467483835598	0	black
chr13_1001949	36	0.349514563106796	0.0154623725303892	0.0702571187703377	0.0442395658508358	0.114348732251861	0	black
chr13_1001950	93	0.902912621359223	0.196112403120611	0.331819562270535	0.217199758294871	0.342698291834015	0	black
chr13_1001952	72	0.699029126213592	0.0411275079893829	0.0928340738090897	0.0588351850403672	0.106416718458594	0	black
chr13_1001953	76	0.752475247524752	0.148339632726343	0.301837577879694	0.197135564544219	0.334255728666606	0	black
chr13_1001955	65	0.631067961165049	0.0244758219616368	0.0610370755690103	0.0387847640315168	0.0733069880044145	0	black
chr13_1001959	93	0.902912621359223	0.201585851819665	0.333461394026677	0.223261749864791	0.344080043660557	0	black
chr13_1001967	75	0.742574257425743	0.0525389273266307	0.0991979512081345	0.0707524221331959	0.109505935104396	0	black
chr13_1001968	76	0.752475247524752	0.160407106995473	0.313028621901943	0.213172602717669	0.345327512190327	0	black
chr13_1001970	13	0.127450980392157	0.00429484879942991	0.0178502959359907	0.0336980444262962	0.0401052231247453	0	black
chr13_1001975	92	0.901960784313726	0.215375005659429	0.350970838900088	0.238785332361541	0.362029529220207	0	black
chr13_1001976	49	0.480392156862745	0.0228836708884434	0.0721297949235795	0.0476353965432904	0.0987103911934651	0	black
chr13_1001977	77	0.762376237623762	0.169504639776566	0.32485099232614	0.222337254771859	0.356302724830258	0	black
chr13_1001980	92	0.910891089108911	0.225699001284136	0.36363708994173	0.247778251409758	0.373870218758484	0	black
chr13_1001982	85	0.841584158415842	0.204906940843058	0.355887683333416	0.243477659119398	0.375869786820579	0	black
chr13_1001987	85	0.858585858585859	0.20371478377071	0.353897196391365	0.237267806980003	0.371565969759745	0	black
chr13_1001991	55	0.56701030927835	0.0204008276896777	0.0465141284041382	0.0359796415617952	0.0572314258896637	0	black
chr13_1001992	73	0.752577319587629	0.17587692609096	0.335684569566757	0.233699477134563	0.36951958690232	0	black
chr13_1001995	81	0.852631578947368	0.2079197418471	0.356864396312151	0.243856487351537	0.375187793991589	0	black
chr13_1001996	53	0.552083333333333	0.0246224396184634	0.0628287823522581	0.0445991359126885	0.0793953483781341	0	black
chr13_1001998	81	0.861702127659574	0.202119892010704	0.349157136140593	0.234558887024767	0.366083638187061	0	black
chr13_1001999	62	0.666666666666667	0.042036541142379	0.0723644789000077	0.0630548117135685	0.0809371387735432	0	black
chr13_1002007	62	0.652631578947368	0.038379994888088	0.087419369213428	0.0588080566833606	0.102739443516118	0	black
chr13_1002008	89	0.936842105263158	0.260882272686413	0.377448985633561	0.278469841631564	0.383703249803934	0	black
chr13_1002014	57	0.59375	0.0230176868006319	0.0597611396502747	0.0387666304010643	0.0737372269871015	0	black
chr13_1002016	92	0.968421052631579	0.279868330694297	0.36985365700755	0.288994471912589	0.372337156576979	0	black
chr13_1002020	71	0.739583333333333	0.0639369786269595	0.116611609704383	0.0864499992702551	0.128377324449921	0	black
chr13_1002025	8	0.0833333333333333	0.00263844343311117	0.0145016476897203	0.031661321197334	0.042471954449598	0	black
chr13_1002027	93	0.96875	0.261575930857557	0.375531356842102	0.270013864111026	0.378575327260565	0	black
chr13_1002038	91	0.978494623655914	0.21282508122191	0.346361824996034	0.217502555534479	0.348717320616992	0	black
chr13_1002041	80	0.851063829787234	0.19569455506796	0.351770579322558	0.229941102204852	0.371075773774836	0	black
chr13_1002045	80	0.851063829787234	0.194295486780804	0.35095673708276	0.228297196967445	0.370320919686425	0	black
chr13_1002049	87	0.925531914893617	0.223718751283726	0.354419638226112	0.241719110582416	0.362541021788684	0	black
chr13_1002126	69	0.741935483870968	0.0849741081429026	0.217415280182253	0.114530319670869	0.246003780780202	0	black
chr13_1002134	6	0.0645161290322581	0.00165163508141153	0.0143798124828277	0.0256003437618788	0.0553987321128562	0	black
chr13_1002144	31	0.333333333333333	0.0184334008510419	0.040851951775052	0.0553002025531257	0.0548744479159842	0	black
chr13_1002152	71	0.788888888888889	0.105685239929069	0.255641747754875	0.13396720554389	0.281510766488342	0	black
chr13_1002178	54	0.613636363636364	0.0357300713332785	0.0524281420650663	0.058226782913491	0.0563684937016337	0	black
chr13_1002193	10	0.111111111111111	0.0129520102223817	0.106079270556783	0.116568092001435	0.31282173599334	0	black
chr13_1002199	56	0.629213483146067	0.0458199845249304	0.0679632593222563	0.0728210468342644	0.0734058025288579	0	black
chr13_1002220	60	0.652173913043478	0.0745450673405721	0.128040525186415	0.114302436588877	0.143752752282833	0	black
chr13_1002252	6	0.0645161290322581	0.00306675018325951	0.0187873607829287	0.0475346278405225	0.0629129382965288	0	black
chr13_1002264	46	0.5	0.0147907282646854	0.0305889210530574	0.0295814565293709	0.0380118786051378	0	black
chr13_1002284	37	0.415730337078652	0.014594575439113	0.0258362956847103	0.0351058706508393	0.029860217375053	0	black
chr13_1002298	45	0.511363636363636	0.0211532569708764	0.11023978071829	0.0413663691874917	0.152230982331271	0	black
chr13_1002305	9	0.103448275862069	0.00368892260646785	0.0169420369198498	0.0356595851958559	0.04246212988075	0	black
chr13_1002306	2	0.0232558139534884	0.00227239284933535	0.020986753315884	0.09771289252142	0.137062721699784	0	black
chr13_1002312	14	0.172839506172839	0.004763993018691	0.0228383419937642	0.0275631024652837	0.0503292165835034	0	black
chr13_1002331	5	0.0641025641025641	0.00455957802592645	0.0230032193383377	0.0711294172044527	0.0653242573123061	0	black
chr13_1002338	75	0.974025974025974	0.195813537499044	0.116913589925505	0.201035231832352	0.113904714261312	0	black
chr13_1002388	44	0.571428571428571	0.0251697042479452	0.0519974697135838	0.0440469824339042	0.0626727504515252	0	black
chr13_1002423	32	0.40506329113924	0.0364036292495031	0.0731678890799505	0.0898714597097107	0.0922494333119052	0	black
chr13_1002444	18	0.227848101265823	0.0103636078791347	0.0269781210379869	0.0454847234695355	0.0405950931542685	0	black
chr13_1002450	17	0.215189873417722	0.0103847502797438	0.0271083954179262	0.0482585454176329	0.0405030828293532	0	black
chr13_1002463	18	0.227848101265823	0.0098412024085044	0.0266578806113886	0.0431919439039915	0.0416578657871397	0	black
chr13_1002470	4	0.05	0.00226545595186075	0.0193907667070057	0.045309119037215	0.0854460122479448	0	black
chr13_1002479	9	0.113924050632911	0.0112219129567264	0.0606973931904657	0.0985034581757091	0.16201378405027	0	black
chr13_1002491	44	0.55	0.0801714074307878	0.113765364593339	0.145766195328705	0.118297612375537	0	black
chr13_1002492	74	0.948717948717949	0.608016055184965	0.253797645054463	0.640881787897666	0.215849839066898	0	red
chr13_1002494	44	0.55	0.0810370257028092	0.114203832202205	0.14734004673238	0.118175936866725	0	black
chr13_1002509	15	0.192307692307692	0.0089490534356082	0.0272928194482587	0.0465350778651626	0.0471480319938064	0	black
chr13_1002515	13	0.173333333333333	0.0154580211830755	0.0805361589639751	0.08918089144082	0.181314337521547	0	black
chr13_1002596	50	0.649350649350649	0.0739100914337851	0.119939767904867	0.113821540808029	0.132954074403391	0	black
chr13_1002605	63	0.818181818181818	0.227504922498754	0.190062183605025	0.278061571942922	0.17319348154795	0	black
chr13_1002617	11	0.141025641025641	0.012134740369426	0.0426976997545718	0.0860463408013841	0.0839167171034153	0	black
chr13_1002621	7	0.0875	0.00885502133476516	0.0340126351443086	0.101200243825888	0.065795612039009	0	black
chr13_1002623	65	0.8125	0.1500979309629	0.140441623104075	0.184735915031261	0.133595525935418	0	black
chr13_1002634	39	0.4875	0.0199418812122997	0.0403527366847212	0.0409064229995891	0.05005085127789	0	black
chr13_1002665	22	0.258823529411765	0.0041492946984171	0.0152140838881827	0.0160313658802479	0.02695026548776	0	black
chr13_1002671	33	0.388235294117647	0.0152320640624811	0.0497692365866578	0.0392341044033604	0.0743702746621713	0	black
chr13_1002745	9	0.107142857142857	0.00513221274378031	0.0216419288561965	0.0479006522752829	0.0505435958727574	0	black
chr13_1002753	49	0.583333333333333	0.0217521724003291	0.0367145855118296	0.0372894384005642	0.0417061459460547	0	black
chr13_1002798	15	0.185185185185185	0.0112461836081356	0.0396122749899715	0.0607293914839321	0.0758072319608564	0	black
chr13_1002813	8	0.1	0.0101320094819055	0.0417210548273795	0.101320094819055	0.0953172021912724	0	black
chr13_1002850	7	0.0909090909090909	0.00859913261761434	0.0330810051754338	0.0945904587937578	0.066122497044882	0	black
chr13_1002851	15	0.194805194805195	0.0098842764815429	0.0337003097500814	0.0507392859385869	0.0628033874018976	0	black
chr13_1002858	6	0.0779220779220779	0.00261029519302899	0.013915336794554	0.0334987883105388	0.0412505003678648	0	black
chr13_1002868	4	0.0512820512820513	0.00141443342525082	0.0111992817213621	0.027581451792391	0.0475069950293496	0	black
chr13_1002894	13	0.156626506024096	0.00474617557326417	0.0220812465102755	0.0303025055831482	0.0499284553671374	0	black
chr13_1002950	20	0.238095238095238	0.0109111020619626	0.0304012860915255	0.0458266286602428	0.0485096587406946	0	black
chr13_1002958	49	0.583333333333333	0.0733304331912284	0.118355112825412	0.125709314042106	0.132288925496134	0	black
chr13_1003008	71	1	1	0	1	0	0	purple
chr13_1003010	70	1	0.983112739795116	0.0387954130140323	0.983112739795116	0.0387954130140323	0	purple
chr13_1003012	69	1	1	0	1	0	0	purple
chr13_1003053	51	0.85	0.409935652952422	0.270849350564949	0.482277238767556	0.225782158656587	0	red
chr13_1003085	38	0.655172413793103	0.104994757039878	0.115251179877212	0.16025515548192	0.106619117766438	0	black
chr13_1003151	10	0.185185185185185	0.029537685374964	0.10370437473099	0.159503501024805	0.20074683692966	0	black
chr13_1003209	22	0.44	0.102059472799257	0.187187587917758	0.231953347271039	0.224040328324507	0	black
chr13_1003302	16	0.432432432432432	0.0878394580480851	0.127471187087403	0.203128746736197	0.118395784771756	0	black
chr13_1003388	43	0.605633802816901	0.129092145491582	0.184078857032506	0.213152147207032	0.195271257514414	0	black
chr13_1003390	22	0.301369863013699	0.0370123068832787	0.12790732098054	0.122813563749061	0.212257040928006	0	black
chr13_1003393	22	0.301369863013699	0.0369098987562528	0.127858821891807	0.12247375496393	0.212300556429247	0	black
chr13_1003403	45	0.616438356164384	0.0787361924240358	0.0941773331100191	0.127727601043436	0.0900763143499413	0	black
chr13_1003416	43	0.573333333333333	0.185166438146023	0.219707016714388	0.322964717696552	0.198709860924047	0	black
chr13_1003521	11	0.135802469135802	0.00824909423023214	0.0434956211658603	0.0607433302408003	0.107830470182277	0	black
chr13_1003526	23	0.25	0.00865705110105425	0.0251314785138668	0.0338754173519514	0.0407671415231745	0	black
